rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"16"0,"Columbus Blue Jackets"1,"CBJ","82"2,"41"3,"31"4,"10"5,"92"6,".561"7,"226"8,"230"9,"-0.01"10,"0.04"11,"5.56"12,"41"13,"322"14,"12.73"15,"62"16,"346"17,"82.08"18,"8"19,"12"20,"2370"21,"9.3"22,"2272"23,".906"24,"99.6"
"17"0,"Buffalo Sabres"1,"BUF","82"2,"41"3,"32"4,"9"5,"91"6,".555"7,"250"8,"234"9,"0.18"10,"-0.02"11,"5.90"12,"75"13,"358"14,"20.95"15,"61"16,"336"17,"81.85"18,"7"19,"5"20,"2505"21,"9.7"22,"2567"23,".914"24,"100.9"
"18"0,"Anaheim Ducks"1,"ANA","82"2,"42"3,"33"4,"7"5,"91"6,".555"7,"245"8,"238"9,"0.09"10,"0.00"11,"5.89"12,"73"13,"309"14,"23.62"15,"78"16,"385"17,"79.74"18,"6"19,"8"20,"2481"21,"9.6"22,"2491"23,".909"24,"100.4"
"19"0,"Minnesota Wild"1,"MIN","82"2,"40"3,"33"4,"9"5,"89"6,".543"7,"219"8,"200"9,"0.22"10,"-0.02"11,"5.11"12,"66"13,"328"14,"20.12"15,"36"16,"291"17,"87.63"18,"9"19,"6"20,"2257"21,"9.5"22,"2512"23,".924"24,"101.7"
"20"0,"Nashville Predators"1,"NSH","82"2,"40"3,"34"4,"8"5,"88"6,".537"7,"213"8,"233"9,"-0.19"10,"0.06"11,"5.44"12,"50"13,"318"14,"15.72"15,"59"16,"338"17,"82.54"18,"9"19,"8"20,"2375"21,"8.7"22,"2398"23,".910"24,"99.4"
"21"0,"Edmonton Oilers"1,"EDM","82"2,"38"3,"35"4,"9"5,"85"6,".518"7,"234"8,"248"9,"-0.16"10,"0.01"11,"5.88"12,"60"13,"354"14,"16.95"15,"76"16,"338"17,"77.51"18,"3"19,"8"20,"2303"21,"9.9"22,"2663"23,".910"24,"101.0"
"22"0,"Dallas Stars"1,"DAL","82"2,"36"3,"35"4,"11"5,"83"6,".506"7,"230"8,"257"9,"-0.30"10,"0.03"11,"5.94"12,"54"13,"351"14,"15.38"15,"70"16,"327"17,"78.59"18,"2"19,"4"20,"2370"21,"9.5"22,"2295"23,".895"24,"98.8"
"23"0,"Ottawa Senators"1,"OTT","82"2,"36"3,"35"4,"11"5,"83"6,".506"7,"217"8,"237"9,"-0.23"10,"0.01"11,"5.54"12,"66"13,"339"14,"19.47"15,"64"16,"346"17,"81.50"18,"8"19,"5"20,"2405"21,"8.9"22,"2324"23,".906"24,"99.2"
"24"0,"Toronto Maple Leafs"1,"TOR","82"2,"34"3,"35"4,"13"5,"81"6,".494"7,"250"8,"293"9,"-0.49"10,"0.03"11,"6.62"12,"62"13,"330"14,"18.79"15,"78"16,"308"17,"74.68"18,"6"19,"7"20,"2603"21,"9.4"22,"2476"23,".887"24,"98.1"
"25"0,"Los Angeles Kings"1,"LAK","82"2,"34"3,"37"4,"11"5,"79"6,".482"7,"207"8,"234"9,"-0.29"10,"0.04"11,"5.38"12,"69"13,"360"14,"19.17"15,"62"16,"361"17,"82.83"18,"4"19,"8"20,"2383"21,"8.5"22,"2290"23,".906"24,"98.8"
"26"0,"Phoenix Coyotes"1,"PHX","82"2,"36"3,"39"4,"7"5,"79"6,".482"7,"208"8,"252"9,"-0.50"10,"0.04"11,"5.61"12,"50"13,"341"14,"14.66"15,"68"16,"293"17,"76.79"18,"5"19,"4"20,"2302"21,"8.9"22,"2584"23,".906"24,"99.3"
"27"0,"Atlanta Thrashers"1,"ATL","82"2,"35"3,"41"4,"6"5,"76"6,".463"7,"257"8,"280"9,"-0.30"10,"-0.02"11,"6.55"12,"69"13,"357"14,"19.33"15,"88"16,"366"17,"75.96"18,"13"19,"10"20,"2306"21,"10.8"22,"2674"23,".899"24,"100.7"
"28"0,"Colorado Avalanche"1,"COL","82"2,"32"3,"45"4,"5"5,"69"6,".421"7,"199"8,"257"9,"-0.66"10,"0.05"11,"5.56"12,"50"13,"318"14,"15.72"15,"64"16,"318"17,"79.87"18,"4"19,"8"20,"2359"21,"8.1"22,"2367"23,".897"24,"97.6"
"29"0,"Tampa Bay Lightning"1,"TBL","82"2,"24"3,"40"4,"18"5,"66"6,".402"7,"210"8,"279"9,"-0.81"10,"0.03"11,"5.96"12,"61"13,"343"14,"17.78"15,"89"16,"405"17,"78.02"18,"4"19,"9"20,"2338"21,"8.9"22,"2691"23,".904"24,"99.1"
"30"0,"New York Islanders"1,"NYI","82"2,"26"3,"47"4,"9"5,"61"6,".372"7,"201"8,"279"9,"-0.91"10,"0.05"11,"5.85"12,"54"13,"320"14,"16.88"15,"73"16,"361"17,"79.78"18,"12"19,"5"20,"2372"21,"8.3"22,"2743"23,".903"24,"98.5"
