rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"33","Jean-Sebastien Giguere","25","MDA","65","","34","22","6","145","1820","1675",".920","2.30","8","3775","","","","87","20.92","0","0","0","8"
"34","John Grahame","27","TOT","40","","17","14","6","95","1049","954",".909","2.52","3","2266","","","","99","0.63","0","2","2","11"
"35","Jeff Hackett","34","TOT","36","","15","17","2","98","1106","1008",".911","2.86","1","2054","","","","97","2.83","0","0","0","2"
"36","Johan Hedberg","29","PIT","41","","14","22","4","126","1197","1071",".895","3.14","1","2410","","","","115","-16.88","0","2","2","18"
"37","Corey Hirsch","30","DAL","2","","0","1","0","4","39","35",".897","2.47","0","97","","","","","","0","0","0","0"
"38","Milan Hnilicka","29","ATL","21","","4","13","1","65","605","540",".893","3.56","0","1097","","","","118","-9.85","0","0","0","2"
"39","Kevin Hodson","30","TBL","7","","0","3","1","12","101","89",".881","2.54","0","283","","","","","","0","0","0","2"
"40","Johan Holmqvist","24","NYR","1","","0","1","0","2","18","16",".889","3.08","0","39","","","","","","0","0","0","0"
"41","Cristobal Huet","27","LAK","12","","4","4","1","21","241","220",".913","2.33","1","541","","","","","","0","0","0","0"
"42","Jani Hurme","28","FLA","28","","4","11","6","66","707","641",".907","2.88","1","1376","","","","102","-1.55","0","0","0","2"
"43","Arturs Irbe","35","CAR","34","","7","24","2","100","816","716",".877","3.18","0","1884","","","","134","-25.61","0","0","0","4"
"44","Brent Johnson","25","STL","38","","16","13","5","84","844","760",".900","2.47","2","2042","","","","109","-7.06","0","1","1","2"
"45","Curtis Joseph","35","DET","61","","34","19","6","148","1676","1528",".912","2.49","5","3566","","","","97","4.79","0","0","0","4"
"46","Nikolai Khabibulin","30","TBL","65","","30","22","11","156","1760","1604",".911","2.47","4","3787","","","","97","4.45","0","3","3","8"
"47","Trevor Kidd","30","TOR","19","","6","10","2","59","565","506",".896","3.10","0","1143","","","","115","-7.49","0","0","0","0"
"48","Miikka Kiprusoff","26","SJS","22","","5","14","0","65","537","472",".879","3.25","1","1199","","","","133","-16.05","0","0","0","0"
"49","Dieter Kochan","28","MIN","1","","0","1","0","5","28","23",".821","5.00","0","60","","","","","","0","0","0","0"
"50","Olaf Kolzig","32","WSH","66","","33","25","6","156","1925","1769",".919","2.40","4","3894","","","","89","19.49","0","0","0","0"
"51","Evgeny Konstantinov","21","TBL","1","","0","0","0","1","6","5",".833","3.00","0","20","","","","","","0","0","0","2"
"52","Jean-Francois Labbe","30","CBJ","11","","2","4","0","27","233","206",".884","3.59","0","451","","","","","","0","0","0","2"
"53","Patrick Lalime","28","OTT","67","","39","20","7","142","1591","1449",".911","2.16","8","3943","","","","98","3.04","0","1","1","6"
"54","Jan Lasak","23","NSH","3","","0","1","0","5","39","34",".872","3.33","0","90","","","","","","0","0","0","0"
"55","Manny Legace","29","DET","25","","14","5","4","51","681","630",".925","2.18","0","1406","","","","82","11.08","0","1","1","2"
"56","Michael Leighton","21","CHI","8","","2","3","2","21","241","220",".913","2.82","1","447","","","","","","0","0","0","0"
"57","Roberto Luongo","23","FLA","65","","20","34","7","164","2011","1847",".918","2.71","6","3627","","","","89","19.33","0","0","0","4"
"58","Jussi Markkanen","27","EDM","22","","7","8","3","51","533","482",".904","2.59","3","1180","","","","105","-2.41","0","1","1","2"
"59","Jamie McLennan","31","CGY","22","","2","11","4","58","537","479",".892","2.99","0","1165","","","","118","-9.05","0","0","0","14"
"60","Ryan Miller","22","BUF","15","","6","8","1","40","410","370",".902","2.63","1","912","","","","107","-2.62","0","0","0","0"
"61","Tyler Moss","27","VAN","1","","0","0","0","1","14","13",".929","2.73","0","22","","","","","","0","0","0","0"
"62","Evgeni Nabokov","27","SJS","55","","19","28","8","146","1561","1415",".906","2.71","3","3227","","","","103","-3.70","0","0","0","10"
"63","Mika Noronen","23","BUF","16","","4","9","3","36","411","375",".912","2.42","1","891","","","","96","1.47","0","0","0","0"
"64","Pasi Nurminen","27","ATL","52","","21","19","5","137","1452","1315",".906","2.88","2","2856","","","","103","-4.63","0","3","3","4"
"65","Chris Osgood","30","TOT","46","","21","17","6","124","1153","1029",".892","2.95","4","2525","","","","118","-18.89","0","0","0","12"
"66","Steve Passmore","30","CHI","11","","2","5","2","38","284","246",".866","3.70","0","617","","","","","","0","0","0","4"
"67","Jean-Marc Pelletier","24","PHX","2","","0","2","0","6","48","42",".875","3.03","0","119","","","","","","0","0","0","0"
"68","Felix Potvin","31","LAK","42","","17","20","3","105","987","882",".894","2.66","3","2367","","","","117","-15.02","0","0","0","4"
"69","Martin Prusek","27","OTT","18","","12","2","1","37","415","378",".911","2.37","0","935","","","","98","0.83","0","0","0","0"
"70","Andrew Raycroft","22","BOS","5","","2","3","0","12","146","134",".918","2.40","0","300","","","","","","0","0","0","0"
"71","Mike Richter","36","NYR","13","","5","6","1","34","329","295",".897","2.94","0","694","","","","113","-4.01","0","0","0","0"
"72","Dwayne Roloson","33","MIN","50","","23","16","8","98","1334","1236",".927","2.00","4","2945","","","","81","23.61","0","1","1","4"
"73","Patrick Roy","37","COL","63","","35","15","13","137","1723","1586",".920","2.18","5","3769","","","","87","20.07","0","0","0","20"
"74","Cody Rudkowsky","24","STL","1","","1","0","0","0","10","10","1.000","0.00","0","30","","","","","","0","0","0","0"
"75","Tommy Salo","31","EDM","65","","29","27","8","172","1708","1536",".899","2.71","4","3814","","","","110","-16.29","0","0","0","4"
"76","Curtis Sanford","23","STL","8","","5","1","0","13","148","135",".912","1.96","1","397","","","","","","0","0","0","0"
"77","Corey Schwab","32","NJD","11","","5","3","1","15","223","208",".933","1.47","1","614","","","","","","0","0","0","0"
"78","Steve Shields","30","BOS","36","","12","13","9","97","930","833",".896","2.76","0","2112","","","","114","-12.22","0","0","0","8"
"79","Peter Skudra","29","VAN","23","","9","5","6","54","522","468",".897","2.72","1","1192","","","","113","-6.41","0","1","1","0"
"80","Garth Snow","33","NYI","43","","16","17","5","92","1120","1028",".918","2.31","1","2390","","","","90","10.10","0","0","0","24"
"81","Jamie Storr","27","LAK","39","","12","19","2","86","904","818",".905","2.55","3","2027","","","","104","-3.59","0","1","1","8"
"82","Mikael Tellqvist","23","TOR","3","","1","1","0","4","38","34",".895","2.79","0","86","","","","","","0","0","0","0"
"83","Jose Theodore","26","MTL","57","","20","31","6","165","1797","1632",".908","2.90","2","3419","","","","101","-1.18","0","2","2","6"
"84","Jocelyn Thibault","28","CHI","62","","26","28","7","144","1690","1546",".915","2.37","8","3650","","","","93","10.06","0","0","0","4"
"85","Tim Thomas","28","BOS","4","","3","1","0","11","118","107",".907","3.00","0","220","","","","","","0","0","0","0"
"86","Vesa Toskala","25","SJS","11","","4","3","1","21","287","266",".927","2.35","1","537","","","","","","0","0","0","0"
"87","Ron Tugnutt","35","DAL","31","","15","10","5","70","672","602",".896","2.47","4","1701","","","","114","-8.74","0","0","0","0"
"88","Marty Turco","27","DAL","55","","31","10","10","92","1359","1267",".932","1.72","7","3203","","","","74","31.89","0","3","3","16"
"89","Roman Turek","32","CGY","65","","27","29","9","164","1679","1515",".902","2.57","4","3822","","","","107","-10.94","0","4","4","14"
"90","Tomas Vokoun","26","NSH","69","","25","31","11","146","1771","1625",".918","2.20","3","3974","","","","90","15.45","0","1","1","28"
"91","Kevin Weekes","27","CAR","51","","14","24","9","126","1438","1312",".912","2.55","5","2965","","","","96","5.09","0","0","0","2"
