rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"69","Garth Snow","30","VAN","32","","10","15","3","76","775","699",".902","2.66","0","1712","","","","103","-1.90","0","2","2","8"
"70","Jamie Storr","24","LAK","42","","18","15","5","93","1008","915",".908","2.53","1","2206","","","","96","3.37","0","1","1","4"
"71","Rick Tabaracci","31","TOT","3","","1","1","0","6","50","44",".880","3.03","0","119","","","","","","0","0","0","0"
"72","Robbie Tallas","26","BOS","27","","4","13","4","72","628","556",".885","3.17","0","1363","","","","120","-11.96","0","0","0","6"
"73","Chris Terreri","35","NJD","12","","2","9","0","37","299","262",".876","3.42","0","649","","","","","","0","0","0","2"
"74","Jose Theodore","23","MTL","30","","12","13","2","58","717","659",".919","2.10","5","1655","","","","85","10.55","0","0","0","0"
"75","Jocelyn Thibault","25","CHI","60","","25","26","7","158","1679","1521",".906","2.76","3","3438","","","","98","2.53","0","0","0","2"
"76","Ron Tugnutt","32","TOT","51","","22","14","8","118","1217","1099",".903","2.52","4","2809","","","","101","-1.64","0","0","0","0"
"77","Roman Turek","29","STL","67","","42","15","9","129","1470","1341",".912","1.95","7","3960","","","","92","11.54","0","1","1","4"
"78","Steve Valiquette","22","NYI","6","","2","0","0","6","117","111",".949","1.87","0","193","","","","","","0","0","0","0"
"79","John Vanbiesbrouck","36","PHI","50","","25","15","9","108","1143","1035",".906","2.20","3","2950","","","","99","1.28","0","1","1","6"
"80","Mike Vernon","36","TOT","49","","24","18","3","115","1380","1265",".917","2.47","1","2791","","","","87","16.94","0","3","3","2"
"81","Tomas Vokoun","23","NSH","33","","9","20","1","87","908","821",".904","2.78","1","1879","","","","100","-0.19","0","1","1","8"
"82","Kevin Weekes","24","TOT","56","","16","27","8","162","1634","1472",".901","3.23","2","3013","","","","104","-5.78","0","1","1","0"
"83","Ken Wregget","35","DET","29","","14","10","2","70","700","630",".900","2.66","0","1579","","","","105","-3.07","0","1","1","0"
