rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"53","Pat Riggin","23","WSH","38","","16","9","9","121","","","","3.36","0","2161","","","","","","0","0","0","4"
"54","Roberto Romano","20","PIT","3","","0","3","0","18","","","","6.97","0","155","","","","","","0","0","0","0"
"55","Jim Rutherford","33","DET","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0","0"
"56","Bob Sauve","27","BUF","54","","25","20","7","179","","","","3.45","1","3110","","","","","","0","1","1","8"
"57","Richard Sevigny","25","MTL","38","","15","11","8","122","","","","3.44","1","2130","","","","","","0","1","1","8"
"58","Billy Smith","32","NYI","41","","18","14","7","112","","","","2.87","1","2340","","","","","","0","0","0","41"
"59","Doug Soetaert","27","WIN","44","","19","19","6","174","","","","4.12","0","2533","","","","","","0","1","1","10"
"60","Rick St. Croix","28","TOT","33","","13","14","4","112","","","","3.61","0","1860","","","","","","0","0","0","0"
"61","Ed Staniowski","27","WIN","17","","4","8","0","65","","","","4.72","1","827","","","","","","0","1","1","0"
"62","Greg Stefan","21","DET","35","","6","16","9","139","","","","4.52","0","1847","","","","","","0","0","0","35"
"63","Vincent Tremblay","23","TOR","1","","0","0","0","2","","","","3.00","0","40","","","","","","0","0","0","0"
"64","Mike Veisor","30","HAR","23","","5","16","1","118","","","","5.53","1","1280","","","","","","0","0","0","2"
"65","Mike Vernon","19","CGY","2","","0","2","0","11","","","","6.60","0","100","","","","","","0","0","0","0"
"66","Rick Wamsley","23","MTL","46","","27","12","5","151","","","","3.51","0","2583","","","","","","0","1","1","4"
"67","Steve Weeks","24","NYR","18","","9","5","3","68","","","","3.92","0","1040","","","","","","0","2","2","0"
