rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"20"0,"Carolina Hurricanes"1,"CAR","82"2,"40"3,"34"4,"8"5,"88"6,".537"7,"241"8,"253"9,"-0.29"10,"-0.15"11,"6.02"12,"67"13,"447"14,"14.99"15,"61"16,"395"17,"84.56"18,"12"19,"8"20,"2559"21,"9.4"22,"2327"23,".897"24,""
"21"0,"Florida Panthers"1,"FLA","82"2,"35"3,"31"4,"16"5,"86"6,".524"7,"247"8,"257"9,"-0.27"10,"-0.15"11,"6.15"12,"61"13,"337"14,"18.10"15,"78"16,"443"17,"82.39"18,"5"19,"6"20,"2730"21,"9.0"22,"2395"23,".899"24,""
"22"0,"St. Louis Blues"1,"STL","82"2,"34"3,"35"4,"13"5,"81"6,".494"7,"214"8,"254"9,"-0.33"10,"0.15"11,"5.71"12,"46"13,"381"14,"12.07"15,"83"16,"414"17,"79.95"18,"7"19,"10"20,"2202"21,"9.4"22,"2359"23,".899"24,""
"23"0,"Boston Bruins"1,"BOS","82"2,"35"3,"41"4,"6"5,"76"6,".463"7,"219"8,"289"9,"-0.87"10,"-0.01"11,"6.20"12,"71"13,"412"14,"17.23"15,"81"16,"442"17,"81.67"18,"8"19,"18"20,"2370"21,"8.9"22,"2738"23,".900"24,""
"24"0,"Columbus Blue Jackets"1,"CBJ","82"2,"33"3,"42"4,"7"5,"73"6,".445"7,"201"8,"249"9,"-0.42"10,"0.16"11,"5.49"12,"65"13,"438"14,"14.84"15,"85"16,"453"17,"81.24"18,"6"19,"10"20,"2273"21,"8.6"22,"2340"23,".898"24,""
"25"0,"Chicago Blackhawks"1,"CHI","82"2,"31"3,"42"4,"9"5,"71"6,".433"7,"201"8,"258"9,"-0.52"10,"0.17"11,"5.60"12,"43"13,"364"14,"11.81"15,"77"16,"443"17,"82.62"18,"12"19,"6"20,"2201"21,"8.9"22,"2399"23,".899"24,""
"26"0,"Edmonton Oilers"1,"EDM","82"2,"32"3,"43"4,"7"5,"71"6,".433"7,"195"8,"248"9,"-0.43"10,"0.22"11,"5.40"12,"53"13,"373"14,"14.21"15,"59"16,"382"17,"84.55"18,"6"19,"4"20,"2193"21,"8.8"22,"2426"23,".904"24,""
"27"0,"Washington Capitals"1,"WSH","82"2,"28"3,"40"4,"14"5,"70"6,".427"7,"235"8,"286"9,"-0.73"10,"-0.10"11,"6.35"12,"67"13,"408"14,"16.42"15,"82"16,"414"17,"80.19"18,"12"19,"14"20,"2295"21,"10.2"22,"2723"23,".903"24,""
"28"0,"Los Angeles Kings"1,"LAK","82"2,"27"3,"41"4,"14"5,"68"6,".415"7,"227"8,"283"9,"-0.51"10,"0.18"11,"6.22"12,"81"13,"442"14,"18.33"15,"91"16,"411"17,"77.86"18,"6"19,"6"20,"2542"21,"8.8"22,"2432"23,".889"24,""
"29"0,"Phoenix Coyotes"1,"PHX","82"2,"31"3,"46"4,"5"5,"67"6,".409"7,"216"8,"284"9,"-0.64"10,"0.19"11,"6.10"12,"66"13,"400"14,"16.50"15,"92"16,"425"17,"78.35"18,"5"19,"13"20,"2320"21,"9.1"22,"2465"23,".888"24,""
"30"0,"Philadelphia Flyers"1,"PHI","82"2,"22"3,"48"4,"12"5,"56"6,".341"7,"214"8,"303"9,"-1.12"10,"-0.04"11,"6.30"12,"53"13,"376"14,"14.10"15,"65"16,"420"17,"84.52"18,"15"19,"14"20,"2361"21,"9.0"22,"2664"23,".892"24,""
