rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"24","Ray Emery","24","OTT","58","","33","16","6","138","1691","1553",".918","2.47","5","3351","","","","86","22.24","0","1","1","30"
"25","Robert Esche","29","PHI","18","","5","9","1","62","483","421",".872","4.33","1","860","","","","135","-16.23","0","2","2","2"
"26","Manny Fernandez","32","MIN","44","","22","16","1","103","1158","1055",".911","2.55","2","2422","","","","94","6.73","0","0","0","12"
"27","Brian Finley","25","BOS","2","","0","1","0","3","33","30",".909","3.05","0","59","","","","","","0","0","0","0"
"28","Marc-Andre Fleury","22","PIT","67","","40","16","9","184","1954","1770",".906","2.83","5","3905","","","","99","1.16","0","3","3","4"
"29","Yutaka Fukufuji","24","LAK","4","","0","3","0","7","43","36",".837","4.37","0","96","","","","","","0","0","0","0"
"30","Mathieu Garon","29","LAK","32","","13","10","6","79","849","770",".907","2.66","2","1779","","","","98","1.45","0","1","1","6"
"31","Martin Gerber","32","OTT","29","","15","9","3","74","784","710",".906","2.78","1","1599","","","","100","0.29","0","0","0","0"
"32","Jean-Sebastien Giguere","29","ANA","56","","36","10","8","122","1490","1368",".918","2.26","4","3245","","","","86","19.19","0","2","2","0"
"33","John Grahame","31","CAR","28","","10","13","2","72","702","630",".897","2.85","0","1515","","","","108","-5.48","0","3","3","2"
"34","Jaroslav Halak","21","MTL","16","","10","6","0","44","469","425",".906","2.89","2","912","","","","99","0.44","0","1","1","2"
"35","Josh Harding","22","MIN","7","","3","2","1","7","174","167",".960","1.16","1","361","","","","","","0","0","0","0"
"36","Dominik Hasek","42","DET","56","","38","11","6","114","1309","1195",".913","2.05","8","3341","","","","92","10.04","0","2","2","20"
"37","Johan Hedberg","33","ATL","21","","9","4","2","51","500","449",".898","2.89","0","1057","","","","108","-3.62","0","1","1","6"
"38","Johan Holmqvist","28","TBL","48","","27","15","3","121","1134","1013",".893","2.85","1","2548","","","","113","-13.54","0","3","3","4"
"39","Martin Houle","21","PHI","1","","0","0","0","1","3","2",".667","30.00","0","2","","","","","","0","0","0","0"
"40","Cristobal Huet","31","MTL","42","","19","16","3","107","1280","1173",".916","2.81","2","2286","","","","88","14.29","0","1","1","0"
"41","Brent Johnson","29","WSH","30","","6","15","7","99","894","795",".889","3.61","0","1644","","","","117","-14.29","0","1","1","4"
"42","Curtis Joseph","39","PHX","55","","18","31","2","159","1481","1322",".893","3.19","4","2993","","","","113","-18.66","0","0","0","10"
"43","Nikolai Khabibulin","34","CHI","60","","25","26","5","163","1668","1505",".902","2.86","1","3425","","","","103","-4.94","0","0","0","8"
"44","Miikka Kiprusoff","30","CGY","74","","40","24","9","181","2190","2009",".917","2.46","7","4419","","","","87","26.52","0","0","0","2"
"45","Olaf Kolzig","36","WSH","54","","22","24","6","159","1771","1612",".910","3.00","1","3184","","","","95","8.82","0","3","3","10"
"46","Patrick Lalime","32","CHI","12","","4","6","1","33","317","284",".896","3.07","1","645","","","","","","0","0","0","0"
"47","Pascal Leclaire","24","CBJ","24","","6","15","2","65","629","564",".897","2.97","1","1315","","","","109","-5.40","0","0","0","2"
"48","Manny Legace","33","STL","45","","23","15","5","109","1177","1068",".907","2.59","5","2522","","","","98","2.53","0","0","0","2"
"49","Kari Lehtonen","23","ATL","68","","34","24","9","183","2075","1892",".912","2.79","4","3934","","","","93","13.62","0","1","1","6"
"50","Michael Leighton","25","TOT","5","","2","2","0","14","112","98",".875","3.91","0","215","","","","","","0","0","0","0"
"51","David LeNeveu","23","PHX","6","","2","1","0","15","142","127",".894","3.86","0","233","","","","","","0","0","0","0"
"52","Henrik Lundqvist","24","NYR","70","","37","22","8","160","1927","1767",".917","2.34","5","4109","","","","88","22.60","0","0","0","0"
"53","Roberto Luongo","27","VAN","76","","47","22","6","171","2169","1998",".921","2.29","5","4490","","","","83","34.53","0","2","2","10"
"54","Joey MacDonald","26","TOT","15","","3","7","2","43","406","363",".894","3.12","0","826","","","","112","-4.53","0","0","0","0"
"55","Jussi Markkanen","31","EDM","22","","5","9","1","52","457","405",".886","3.15","0","992","","","","120","-8.70","0","0","0","0"
"56","Chris Mason","30","NSH","40","","24","11","4","93","1244","1151",".925","2.38","5","2342","","","","79","24.88","0","1","1","4"
"57","Jamie McLennan","35","CGY","9","","3","5","1","32","304","272",".895","3.60","0","533","","","","","","0","0","0","16"
"58","Ryan Miller","26","BUF","63","","40","16","6","168","1886","1718",".911","2.73","2","3692","","","","94","10.71","0","2","2","2"
"59","Mike Morrison","27","PHX","4","","0","3","0","13","62","49",".790","6.14","0","127","","","","","","0","0","0","0"
"60","Evgeni Nabokov","31","SJS","50","","25","16","4","106","1227","1121",".914","2.29","7","2778","","","","91","10.27","0","0","0","6"
"61","Antero Niittymaki","26","PHI","52","","9","29","9","166","1567","1401",".894","3.38","0","2943","","","","112","-17.51","0","0","0","2"
"62","Fredrik Norrena","33","CBJ","55","","24","23","3","137","1420","1283",".904","2.78","3","2952","","","","102","-2.44","0","0","0","6"
"63","Chris Osgood","34","DET","21","","11","3","6","46","496","450",".907","2.38","0","1161","","","","98","1.00","0","1","1","6"
"64","Tomas Popperle","22","CBJ","2","","0","0","0","1","14","13",".929","1.33","0","45","","","","","","0","0","0","0"
"65","Karri Ramo","20","TBL","2","","0","0","0","4","23","19",".826","3.43","0","70","","","","","","0","0","0","0"
"66","Andrew Raycroft","26","TOR","72","","37","25","9","205","1931","1726",".894","2.99","2","4108","","","","112","-22.02","0","1","1","8"
"67","Dwayne Roloson","37","EDM","68","","27","34","6","180","1969","1789",".909","2.75","4","3932","","","","96","6.58","0","3","3","12"
"68","Dany Sabourin","26","VAN","9","","2","4","1","21","224","203",".906","2.63","0","480","","","","","","0","0","0","0"
"69","Curtis Sanford","27","STL","31","","8","12","5","79","707","628",".888","3.18","0","1492","","","","118","-12.01","0","0","0","0"
"70","Philippe Sauve","26","BOS","2","","0","0","0","4","23","19",".826","5.85","0","41","","","","","","0","0","0","0"
"71","Marek Schwarz","20","STL","2","","0","1","0","3","25","22",".880","3.00","0","60","","","","","","0","0","0","0"
"72","Mike Smith","24","DAL","23","","12","5","2","45","511","466",".912","2.23","3","1213","","","","93","3.42","0","0","0","2"
"73","Mikael Tellqvist","27","TOT","31","","11","12","3","92","799","707",".885","3.35","2","1650","","","","122","-16.29","0","1","1","0"
"74","Jose Theodore","30","COL","33","","13","15","1","95","870","775",".891","3.26","0","1748","","","","115","-12.56","0","1","1","6"
"75","Jocelyn Thibault","32","PIT","22","","7","8","2","52","572","520",".909","2.83","1","1101","","","","96","2.20","0","0","0","0"
"76","Tim Thomas","32","BOS","66","","30","29","4","189","1985","1796",".905","3.13","3","3619","","","","100","-0.90","0","0","0","6"
"77","Hannu Toivonen","22","BOS","18","","3","9","1","63","502","439",".875","4.23","0","894","","","","132","-15.43","0","0","0","2"
"78","Vesa Toskala","29","SJS","38","","26","10","1","84","915","831",".908","2.35","4","2142","","","","97","2.70","0","3","3","0"
"79","Marty Turco","31","DAL","67","","38","20","5","140","1564","1424",".910","2.23","6","3764","","","","94","8.20","0","4","4","18"
"80","Steve Valiquette","29","NYR","3","","1","2","0","6","45","39",".867","3.13","0","115","","","","","","0","0","0","0"
"81","Tomas Vokoun","30","NSH","44","","27","12","4","104","1299","1195",".920","2.40","5","2601","","","","84","19.09","0","2","2","4"
"82","Michael Wall","21","ANA","4","","2","2","0","10","81","71",".877","2.97","0","202","","","","","","0","1","1","0"
"83","Cam Ward","22","CAR","60","","30","21","6","167","1625","1458",".897","2.93","2","3422","","","","108","-13.02","0","1","1","6"
"84","Kevin Weekes","31","NYR","14","","4","6","2","43","355","312",".879","3.39","0","761","","","","128","-9.36","0","0","0","0"
