rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"22","Jeremy Duchesne","23","PHI","1","0","0","0","0","1","4","3",".750","3.53","0","17","0","","0","","","0","0","0","0"
"23","Brian Elliott","24","OTT","55","47","29","18","4","130","1424","1294",".909","2.57","5","3038","25",".532","9","103","-3.65","0","1","1","0"
"24","Dan Ellis","29","NSH","31","28","15","13","1","77","848","771",".909","2.69","1","1715","14",".500","5","102","-1.76","0","1","1","4"
"25","Ray Emery","27","PHI","29","29","16","11","1","74","783","709",".905","2.64","3","1684","16",".552","6","107","-4.52","0","1","1","2"
"26","Jhonas Enroth","21","BUF","1","1","0","1","0","4","37","33",".892","4.14","0","58","0",".000","0","","","0","0","0","0"
"27","Erik Ersberg","27","LAK","11","7","4","3","2","22","234","212",".906","2.40","0","551","4",".571","1","","","0","0","0","0"
"28","Marc-Andre Fleury","25","PIT","67","65","37","21","6","168","1772","1604",".905","2.65","1","3798","30",".462","11","107","-10.77","0","1","1","10"
"29","Mathieu Garon","32","CBJ","35","27","12","9","6","83","858","775",".903","2.81","2","1771","17",".630","7","109","-6.87","0","0","0","2"
"30","Jean-Sebastien Giguere","32","TOT","35","32","10","15","7","96","1031","935",".907","2.85","3","2023","14",".438","4","105","-4.52","0","0","0","2"
"31","Thomas Greiss","24","SJS","16","10","7","4","1","35","399","364",".912","2.69","0","782","7",".700","0","99","0.40","0","0","0","2"
"32","Jonas Gustavsson","25","TOR","42","39","16","15","9","112","1146","1034",".902","2.87","1","2340","14",".359","5","110","-10.31","0","2","2","2"
"33","Jaroslav Halak","24","MTL","45","43","26","13","5","105","1386","1281",".924","2.40","5","2630","26",".605","5","85","17.98","0","0","0","0"
"34","Josh Harding","25","MIN","25","22","9","12","0","66","692","626",".905","3.05","1","1300","9",".409","4","107","-4.60","0","1","1","4"
"35","Johan Hedberg","36","ATL","47","42","21","16","6","115","1355","1240",".915","2.62","3","2632","23",".548","6","96","5.23","0","1","1","6"
"36","Jonas Hiller","27","ANA","59","58","30","23","4","152","1860","1708",".918","2.73","2","3338","32",".552","7","92","13.04","0","2","2","0"
"37","Jimmy Howard","25","DET","63","60","37","15","10","141","1849","1708",".924","2.26","3","3740","36",".600","7","86","23.06","0","2","2","2"
"38","Cristobal Huet","34","CHI","48","46","26","14","4","114","1083","969",".895","2.50","4","2731","24",".522","13","119","-17.90","0","0","0","4"
"39","Brent Johnson","32","PIT","23","15","10","6","1","51","541","490",".906","2.76","0","1108","8",".533","3","106","-3.00","0","1","1","0"
"40","Chad Johnson","23","NYR","5","4","1","2","1","11","135","124",".919","2.35","0","281","2",".500","0","","","0","1","1","0"
"41","Nikolai Khabibulin","37","EDM","18","18","7","9","2","55","602","547",".909","3.03","0","1089","9",".500","1","103","-1.58","0","0","0","4"
"42","Anton Khudobin","23","MIN","2","1","2","0","0","1","48","47",".979","0.87","0","69","1","1.000","0","","","0","0","0","0"
"43","Miikka Kiprusoff","33","CGY","73","71","35","28","10","163","2035","1872",".920","2.31","4","4235","44",".620","9","90","17.57","0","0","0","4"
"44","Jason LaBarbera","30","PHX","17","13","8","5","1","33","459","426",".928","2.13","0","928","10",".769","2","81","7.73","0","0","0","0"
"45","Patrick Lalime","35","BUF","16","13","4","8","2","40","432","392",".907","2.81","0","854","6",".462","3","104","-1.67","0","0","0","2"
"46","Pascal Leclaire","27","OTT","34","31","12","14","2","93","822","729",".887","3.20","0","1745","14",".452","9","128","-20.06","0","0","0","2"
"47","Manny Legace","36","CAR","28","24","10","7","5","69","745","676",".907","2.81","1","1472","11",".458","4","104","-2.90","0","1","1","0"
"48","Kari Lehtonen","26","DAL","12","10","6","4","0","31","350","319",".911","2.81","0","663","5",".500","1","100","0.06","0","1","1","0"
"49","Michael Leighton","28","TOT","34","31","17","9","2","85","899","814",".905","2.83","1","1799","19",".613","6","107","-5.23","0","1","1","0"
"50","Henrik Lundqvist","27","NYR","73","72","35","27","10","167","2109","1942",".921","2.38","4","4204","44",".611","10","89","20.13","0","1","1","0"
"51","Roberto Luongo","30","VAN","68","67","40","22","4","167","1915","1748",".913","2.57","4","3899","41",".612","10","98","2.92","0","0","0","0"
"52","Joey MacDonald","29","TOR","6","5","1","4","0","17","157","140",".892","3.20","0","319","2",".400","1","","","0","0","0","0"
"53","Chris Mason","33","STL","61","61","30","22","8","148","1699","1551",".913","2.53","2","3512","36",".590","10","98","2.75","0","0","0","0"
"54","Steve Mason","21","CBJ","58","54","20","26","9","163","1653","1490",".901","3.06","5","3201","25",".463","15","111","-16.33","0","2","2","2"
"55","Curtis McElhinney","26","TOT","20","14","8","5","2","51","523","472",".902","2.99","0","1023","6",".429","1","110","-4.59","0","0","0","0"
"56","Ryan Miller","29","BUF","69","67","41","18","8","150","2098","1948",".929","2.22","5","4047","48",".716","6","81","36.16","0","0","0","4"
"57","Evgeni Nabokov","34","SJS","71","71","44","16","10","170","2168","1998",".922","2.43","3","4194","45",".634","11","88","22.37","0","0","0","6"
"58","Michal Neuvirth","21","WSH","17","16","9","4","0","40","464","424",".914","2.75","0","872","10",".625","4","97","1.17","0","0","0","0"
"59","Antti Niemi","26","CHI","39","35","26","7","4","82","936","854",".912","2.25","7","2190","17",".486","7","99","1.05","0","1","1","0"
"60","Antero Niittymaki","29","TBL","49","45","21","18","5","127","1388","1261",".909","2.87","1","2657","21",".467","11","103","-3.84","0","1","1","0"
"61","Chris Osgood","37","DET","23","21","7","9","4","63","561","498",".888","3.02","1","1252","9",".429","7","127","-13.22","0","1","1","0"
"62","Ondrej Pavelec","22","ATL","42","40","14","18","7","127","1353","1226",".906","3.29","2","2317","17",".425","6","106","-6.95","0","1","1","0"
"63","Alexander Pechurski","19","PIT","1","0","0","0","0","1","13","12",".923","1.67","0","36","0","","0","","","0","0","0","0"
"64","Justin Peters","23","CAR","9","8","6","3","0","23","241","218",".905","2.83","0","488","4",".500","2","","","0","0","0","0"
"65","Carey Price","22","MTL","41","39","13","20","5","109","1244","1135",".912","2.77","0","2358","21",".538","4","99","1.38","0","1","1","8"
"66","Jonathan Quick","24","LAK","72","71","39","24","7","180","1927","1747",".907","2.54","4","4258","34",".479","13","105","-9.02","0","1","1","2"
"67","Tuukka Rask","22","BOS","45","39","22","12","5","84","1221","1137",".931","1.97","5","2562","29",".744","2","78","24.34","0","3","3","2"
"68","Andrew Raycroft","29","VAN","21","14","9","5","1","39","438","399",".911","2.42","1","967","8",".571","2","100","-0.14","0","0","0","4"
"69","Pekka Rinne","27","NSH","58","54","32","16","5","137","1541","1404",".911","2.53","7","3246","25",".463","7","100","-0.27","0","0","0","2"
"70","Dwayne Roloson","40","NYI","50","49","23","18","7","145","1555","1410",".907","3.00","1","2897","27",".551","10","105","-7.02","0","0","0","14"
"71","Alexander Salak","23","FLA","2","0","0","1","0","6","40","34",".850","5.37","0","67","0","","0","","","0","0","0","0"
"72","Cory Schneider","23","VAN","2","1","0","1","0","5","59","54",".915","3.80","0","79","1","1.000","0","","","0","0","0","0"
"73","Mike Smith","27","TBL","42","36","13","18","7","117","1165","1048",".900","3.09","2","2273","17",".472","6","113","-13.63","0","0","0","14"
"74","Jose Theodore","33","WSH","47","42","30","7","7","121","1352","1231",".911","2.81","1","2586","25",".595","7","101","-1.04","0","2","2","0"
"75","Tim Thomas","35","BOS","43","42","17","18","8","104","1221","1117",".915","2.56","5","2442","26",".619","9","96","4.34","0","0","0","8"
"76","Dustin Tokarski","20","TBL","2","0","0","0","0","3","16","13",".813","4.09","0","44","0","","0","","","0","0","0","0"
"77","Vesa Toskala","32","TOT","32","26","9","12","3","93","773","680",".880","3.48","1","1605","9",".346","8","136","-24.41","0","0","0","4"
"78","Marty Turco","34","DAL","53","51","22","20","11","140","1605","1465",".913","2.72","4","3088","29",".569","8","98","2.41","0","4","4","10"
"79","Steve Valiquette","32","NYR","6","5","2","3","0","19","128","109",".852","3.74","1","305","2",".400","2","","","0","0","0","0"
"80","Semyon Varlamov","21","WSH","26","23","15","4","6","65","718","653",".909","2.55","2","1527","11",".478","3","102","-1.29","0","1","1","0"
"81","Tomas Vokoun","33","FLA","63","62","23","28","11","157","2081","1924",".925","2.55","7","3695","38",".613","6","85","27.65","0","2","2","0"
"82","Cam Ward","25","CAR","47","44","18","23","5","119","1409","1290",".916","2.69","0","2651","25",".568","4","95","6.02","0","3","3","0"
"83","Matt Zaba","26","NYR","1","0","0","0","0","2","16","14",".875","3.53","0","34","0","","0","","","0","0","0","0"
