rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"28","Denis Herron","27","MTL","34","","25","3","3","80","","","","2.51","0","1909","","","","","","0","0","0","0"
"29","Goran Hogosta","25","QUE","21","","5","12","3","83","","","","4.15","1","1199","","","","","","0","0","0","0"
"30","Rob Holland","22","PIT","34","","10","17","6","126","","","","3.83","1","1974","","","","","","0","0","0","2"
"31","Gary Inness","30","WSH","14","","2","9","2","44","","","","3.63","0","727","","","","","","0","0","0","2"
"32","Steve Janaszak","23","MNS","1","","0","0","1","2","","","","2.00","0","60","","","","","","0","0","0","0"
"33","Doug Keans","22","LAK","10","","3","3","3","23","","","","2.47","0","559","","","","","","0","0","0","0"
"34","Michel Larocque","27","MTL","39","","17","13","8","125","","","","3.32","3","2259","","","","","","0","2","2","4"
"35","Reggie Lemelin","25","ATF","3","","0","2","0","15","","","","6.00","0","150","","","","","","0","0","0","0"
"36","Mario Lessard","25","LAK","50","","18","22","7","185","","","","3.91","0","2836","","","","","","0","0","0","6"
"37","Jean-Louis Levasseur","30","MNS","1","","0","1","0","7","","","","7.00","0","60","","","","","","0","0","0","0"
"38","Mike Liut","24","STL","64","","32","23","9","194","","","","3.18","2","3661","","","","","","0","0","0","2"
"39","Ron Low","29","TOT","26","","13","9","3","88","","","","3.57","0","1478","","","","","","0","3","3","0"
"40","Markus Mattsson","22","WIN","21","","5","11","4","65","","","","3.25","2","1200","","","","","","0","0","0","2"
"41","Bill McKenzie","30","CLR","26","","9","12","3","78","","","","3.49","1","1342","","","","","","0","0","0","2"
"42","Gilles Meloche","29","MNS","54","","27","20","5","160","","","","3.06","1","3141","","","","","","0","1","1","4"
"43","Lindsay Middlebrook","24","WIN","10","","2","8","0","40","","","","4.14","0","580","","","","","","0","0","0","0"
"44","Greg Millen","22","PIT","44","","18","18","7","157","","","","3.64","2","2586","","","","","","0","3","3","14"
"45","Eddie Mio","26","EDM","34","","9","13","5","120","","","","4.21","1","1711","","","","","","0","1","1","4"
"46","Phil Myre","31","PHI","41","","18","7","15","141","","","","3.57","0","2367","","","","","","0","0","0","37"
"47","Bill Oleschuk","24","CLR","12","","1","6","2","39","","","","4.20","0","557","","","","","","0","0","0","4"
"48","Mike Palmateer","26","TOR","38","","16","14","3","125","","","","3.68","2","2039","","","","","","0","3","3","6"
"49","Pete Peeters","22","PHI","40","","29","5","5","108","","","","2.73","1","2373","","","","","","0","0","0","28"
"50","Michel Plasse","31","CLR","6","","0","3","2","26","","","","4.77","0","327","","","","","","0","0","0","0"
"51","Glenn Resch","31","NYI","45","","23","14","6","132","","","","3.04","3","2606","","","","","","0","3","3","4"
"52","Nick Ricci","20","PIT","4","","2","2","0","14","","","","3.50","0","240","","","","","","0","0","0","0"
"53","Curt Ridley","28","TOT","13","","2","7","2","47","","","","3.98","0","709","","","","","","0","0","0","2"
"54","Pat Riggin","20","ATF","25","","11","9","2","73","","","","3.20","2","1368","","","","","","0","0","0","0"
"55","Jim Rutherford","30","DET","23","","6","13","3","92","","","","4.16","1","1326","","","","","","0","0","0","24"
"56","Bob Sauve","24","BUF","32","","20","8","4","74","","","","2.36","4","1880","","","","","","0","4","4","2"
"57","Richard Sevigny","22","MTL","11","","5","4","2","31","","","","2.94","0","632","","","","","","0","0","0","4"
"58","Al Smith","34","HAR","30","","11","10","8","107","","","","3.66","2","1754","","","","","","0","1","1","10"
"59","Billy Smith","29","NYI","38","","15","14","7","104","","","","2.95","2","2114","","","","","","1","0","1","39"
"60","Gary Smith","35","WIN","20","","4","11","4","73","","","","4.08","0","1073","","","","","","0","0","0","25"
"61","Doug Soetaert","24","NYR","8","","5","2","0","33","","","","4.55","0","435","","","","","","0","0","0","0"
"62","Rick St. Croix","25","PHI","1","","1","0","0","2","","","","2.00","0","60","","","","","","0","0","0","0"
"63","Ed Staniowski","24","STL","22","","2","11","3","80","","","","4.33","0","1108","","","","","","0","0","0","2"
"64","Wayne Stephenson","35","WSH","56","","18","24","10","187","","","","3.57","0","3146","","","","","","0","2","2","20"
"65","Jim Stewart","22","BOS","1","","0","1","0","5","","","","15.00","0","20","","","","","","0","0","0","0"
"66","Wayne Thomas","32","NYR","12","","4","7","0","44","","","","3.95","0","668","","","","","","0","0","0","0"
"67","Vincent Tremblay","20","TOR","10","","2","1","0","28","","","","5.11","0","329","","","","","","0","0","0","0"
"68","Rogie Vachon","34","DET","59","","20","30","8","209","","","","3.61","4","3474","","","","","","0","3","3","2"
"69","Mike Veisor","27","CBH","11","","3","5","3","37","","","","3.36","0","660","","","","","","0","0","0","0"
