rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"22","Stephane Fiset","30","LAK","7","","3","0","1","19","129","110",".853","3.58","0","318","","","","","","0","0","0","2"
"23","Wade Flaherty","33","TOT","22","","6","12","0","64","525","461",".878","3.38","1","1135","","","","126","-13.21","0","0","0","2"
"24","Mike Fountain","29","OTT","1","","0","1","0","3","25","22",".880","3.05","0","59","","","","","","0","0","0","0"
"25","Joaquin Gage","27","EDM","5","","2","2","0","15","125","110",".880","3.46","0","260","","","","","","0","0","0","0"
"26","Mathieu Garon","23","MTL","11","","4","5","1","24","233","209",".897","2.44","2","589","","","","","","0","0","0","0"
"27","Jean-Sebastien Giguere","23","MDA","34","","11","17","5","87","976","889",".911","2.57","4","2031","","","","92","7.42","0","2","2","8"
"28","John Grahame","25","BOS","10","","3","4","0","28","211","183",".867","3.57","0","471","","","","","","0","0","0","2"
"29","Derek Gustafson","21","MIN","4","","1","3","0","10","97","87",".897","2.51","0","239","","","","","","0","0","0","0"
"30","Jeff Hackett","32","MTL","19","","4","10","2","54","477","423",".887","3.25","0","998","","","","117","-7.86","0","1","1","0"
"31","Dominik Hasek","36","BUF","67","","37","24","4","137","1726","1589",".921","2.11","11","3904","","","","82","29.97","0","3","3","22"
"32","Glenn Healy","38","TOR","15","","4","7","3","38","331","293",".885","2.62","0","871","","","","119","-5.98","0","0","0","0"
"33","Guy Hebert","34","TOT","54","","17","30","5","157","1521","1364",".897","3.19","2","2950","","","","107","-9.86","0","0","0","0"
"34","Johan Hedberg","27","PIT","9","","7","1","1","24","253","229",".905","2.64","0","545","","","","","","0","0","0","0"
"35","Corey Hirsch","28","WSH","1","","1","0","0","0","8","8","1.000","0.00","0","20","","","","","","0","0","0","0"
"36","Milan Hnilicka","27","ATL","36","","12","19","2","105","951","846",".890","3.35","2","1879","","","","114","-13.00","0","0","0","4"
"37","Johan Holmqvist","22","NYR","2","","0","2","0","10","71","61",".859","5.04","0","119","","","","","","0","0","0","2"
"38","Jani Hurme","26","OTT","22","","12","5","4","54","563","509",".904","2.50","2","1296","","","","99","0.46","0","0","0","0"
"39","Arturs Irbe","33","CAR","77","","37","29","9","180","1947","1767",".908","2.45","6","4406","","","","96","8.35","0","2","2","6"
"40","Brent Johnson","23","STL","31","","19","9","2","63","676","613",".907","2.17","4","1744","","","","96","2.39","0","0","0","2"
"41","Curtis Joseph","33","TOR","68","","33","27","8","163","1907","1744",".915","2.39","6","4100","","","","88","21.48","0","1","1","8"
"42","Nikolai Khabibulin","28","TBL","2","","1","1","0","6","69","63",".913","2.93","0","123","","","","","","0","0","0","0"
"43","Trevor Kidd","28","FLA","42","","10","23","6","130","1217","1087",".893","3.31","1","2354","","","","110","-12.27","0","1","1","6"
"44","Miikka Kiprusoff","24","SJS","5","","2","1","0","5","51","46",".902","1.95","0","154","","","","","","0","0","0","0"
"45","Dieter Kochan","26","TBL","10","","0","3","0","18","138","120",".870","3.44","0","314","","","","","","0","0","0","0"
"46","Olaf Kolzig","30","WSH","72","","37","26","8","177","1941","1764",".909","2.48","5","4279","","","","94","10.77","0","2","2","14"
"47","Evgeny Konstantinov","19","TBL","1","","0","0","0","0","0","0","","0.00","0","1","","","","","","0","0","0","0"
"48","Jason LaBarbera","21","NYR","1","","0","0","0","0","2","2","1.000","0.00","0","10","","","","","","0","0","0","0"
"49","Patrick Lalime","26","OTT","60","","36","19","5","141","1640","1499",".914","2.35","7","3607","","","","89","17.65","0","1","1","2"
"50","Michel Larocque","24","CHI","3","","0","2","0","9","59","50",".847","3.55","0","152","","","","","","0","0","0","0"
"51","Manny Legace","27","DET","39","","24","5","5","73","909","836",".920","2.05","2","2136","","","","83","14.93","0","2","2","4"
"52","Roberto Luongo","21","FLA","47","","12","24","7","107","1333","1226",".920","2.44","5","2628","","","","83","21.95","0","0","0","2"
"53","Norm Maracle","26","ATL","13","","2","8","3","43","406","363",".894","3.43","0","753","","","","109","-3.72","0","0","0","0"
"54","Chris Mason","24","NSH","1","","0","1","0","2","20","18",".900","2.03","0","59","","","","","","0","0","0","0"
"55","Kirk McLean","34","NYR","23","","8","10","1","71","639","568",".889","3.49","0","1220","","","","115","-9.18","0","0","0","0"
"56","Jamie McLennan","29","MIN","38","","5","23","9","98","1032","934",".905","2.64","2","2230","","","","98","1.83","0","1","1","4"
"57","Tyler Moss","25","CAR","12","","1","6","0","37","251","214",".853","3.99","0","557","","","","","","0","0","0","0"
"58","Evgeni Nabokov","25","SJS","66","","32","21","7","135","1582","1447",".915","2.19","6","3700","","","","88","18.04","0","2","2","8"
"59","Gregg Naumenko","23","MDA","2","","0","1","0","7","29","22",".759","6.00","0","70","","","","","","0","0","0","2"
"60","Mika Noronen","21","BUF","2","","2","0","0","5","39","34",".872","2.78","0","108","","","","","","0","0","0","0"
"61","Chris Osgood","28","DET","52","","25","19","4","127","1310","1183",".903","2.69","1","2834","","","","100","-0.27","0","0","0","8"
"62","Maxime Ouellet","19","PHI","2","","0","1","0","3","27","24",".889","2.37","0","76","","","","","","0","0","0","0"
"63","Rich Parent","28","PIT","7","","1","1","3","17","150","133",".887","3.07","0","332","","","","","","0","0","0","0"
"64","Steve Passmore","28","TOT","20","","3","12","2","51","457","406",".888","2.89","1","1058","","","","115","-6.79","0","0","0","4"
"65","Felix Potvin","29","TOT","58","","27","22","8","149","1485","1336",".900","2.62","6","3416","","","","104","-5.34","0","5","5","4"
"66","Andrew Raycroft","20","BOS","15","","4","6","0","32","291","259",".890","2.96","0","649","","","","","","0","0","0","0"
"67","Damian Rhodes","31","ATL","38","","7","19","7","116","1129","1013",".897","3.36","0","2072","","","","106","-6.78","0","0","0","16"
"68","Mike Richter","34","NYR","45","","20","21","3","144","1343","1199",".893","3.28","0","2635","","","","111","-14.08","0","0","0","0"
"69","Dominic Roussel","30","TOT","21","","3","9","2","52","446","394",".883","3.12","0","1001","","","","121","-8.86","0","0","0","2"
"70","Patrick Roy","35","COL","62","","40","13","7","132","1513","1381",".913","2.21","4","3585","","","","90","14.36","0","5","5","10"
"71","Tommy Salo","29","EDM","73","","36","25","12","179","1856","1677",".904","2.46","8","4364","","","","100","0.55","0","1","1","4"
"72","Travis Scott","25","LAK","1","","0","0","0","3","10","7",".700","7.20","0","25","","","","","","0","0","0","0"
"73","Steve Shields","28","SJS","21","","6","8","5","47","531","484",".911","2.48","2","1135","","","","91","4.37","0","0","0","2"
"74","Peter Skudra","27","TOT","26","","6","12","1","62","511","449",".879","3.33","0","1117","","","","125","-12.57","0","0","0","0"
"75","Garth Snow","31","PIT","35","","14","15","4","101","1014","913",".900","2.98","3","2032","","","","103","-2.91","0","0","0","8"
"76","Jamie Storr","25","LAK","45","","19","18","6","114","1131","1017",".899","2.74","4","2498","","","","104","-4.59","0","0","0","4"
"77","Robbie Tallas","27","CHI","12","","2","7","0","35","265","230",".868","3.35","0","627","","","","","","0","0","0","0"
"78","Chris Terreri","36","TOT","18","","4","9","2","39","372","333",".895","2.61","0","896","","","","108","-3.01","0","0","0","2"
"79","Jose Theodore","24","MTL","59","","20","29","5","141","1546","1405",".909","2.57","2","3298","","","","94","8.56","1","0","1","6"
"80","Jocelyn Thibault","26","CHI","66","","27","32","7","180","1711","1531",".895","2.81","6","3844","","","","109","-14.48","0","3","3","2"
"81","Ron Tugnutt","33","CBJ","53","","22","25","5","127","1528","1401",".917","2.44","4","3129","","","","86","20.82","0","1","1","2"
"82","Marty Turco","25","DAL","26","","13","6","1","40","532","492",".925","1.90","3","1266","","","","78","11.46","0","0","0","12"
"83","Roman Turek","30","STL","54","","24","18","10","123","1248","1125",".901","2.28","6","3232","","","","102","-2.27","0","1","1","6"
"84","John Vanbiesbrouck","37","TOT","48","","14","25","5","126","1270","1144",".901","2.87","2","2630","","","","103","-3.14","0","0","0","8"
"85","Mike Vernon","37","CGY","41","","12","23","5","121","1034","913",".883","3.23","3","2246","","","","121","-20.97","0","1","1","16"
"86","Tomas Vokoun","24","NSH","37","","13","17","5","85","940","855",".910","2.44","2","2088","","","","93","5.93","0","0","0","2"
"87","Kevin Weekes","25","TBL","61","","20","33","3","177","1742","1565",".898","3.14","4","3378","","","","105","-8.48","0","1","1","4"
"88","Kay Whitmore","33","BOS","5","","1","2","0","18","94","76",".809","5.32","0","203","","","","","","0","0","0","0"
"89","Vitali Yeremeyev","25","NYR","4","","0","4","0","16","104","88",".846","4.53","0","212","","","","","","0","0","0","0"
