rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"70","Pekka Rinne","25","NSH","1","0","0","0","0","0","8","8","1.000","0.00","0","29","0","","0","","","0","0","0","0"
"71","Dwayne Roloson","38","EDM","43","38","15","17","5","119","1204","1085",".901","3.05","0","2340","17",".447","7","109","-9.63","0","1","1","2"
"72","Dany Sabourin","27","PIT","24","19","10","9","1","57","596","539",".904","2.75","2","1242","8",".421","5","105","-2.86","0","0","0","2"
"73","Curtis Sanford","28","VAN","16","9","4","3","1","32","313","281",".898","2.83","0","679","5",".556","2","","","0","1","1","2"
"74","Marek Schwarz","21","STL","2","0","0","1","0","6","17","11",".647","7.20","0","50","0","","0","","","0","0","0","0"
"75","Mike Smith","25","TOT","34","32","15","19","0","84","848","764",".901","2.59","3","1946","14",".438","8","109","-6.97","0","1","1","12"
"76","Tobias Stephan","24","DAL","1","1","0","0","1","2","40","38",".950","1.97","0","61","1","1.000","0","","","0","0","0","0"
"77","Daniel Taylor","21","LAK","1","0","0","0","0","2","10","8",".800","6.00","0","20","0","","0","","","0","0","0","0"
"78","Mikael Tellqvist","28","PHX","22","17","9","8","2","56","607","551",".908","2.75","2","1224","10",".588","2","102","-0.86","0","1","1","2"
"79","Jose Theodore","31","COL","53","52","28","21","3","123","1367","1244",".910","2.44","3","3028","31",".596","9","99","1.18","0","2","2","2"
"80","Jocelyn Thibault","33","BUF","12","7","3","4","2","28","214","186",".869","3.31","2","507","3",".429","4","","","0","0","0","0"
"81","Tim Thomas","33","BOS","57","55","28","19","6","136","1731","1595",".921","2.44","3","3342","38",".691","5","86","21.25","0","0","0","2"
"82","Hannu Toivonen","23","STL","23","17","6","10","5","69","566","497",".878","3.44","0","1202","6",".353","4","134","-17.58","0","0","0","2"
"83","Vesa Toskala","30","TOR","66","64","33","25","6","175","1824","1649",".904","2.74","3","3837","36",".563","13","106","-9.30","0","5","5","4"
"84","Marty Turco","32","DAL","62","60","32","21","6","140","1543","1403",".909","2.31","3","3629","30",".500","9","100","0.17","0","3","3","16"
"85","Steve Valiquette","30","NYR","13","10","5","3","3","25","296","271",".916","2.19","2","686","5",".500","2","","","0","0","0","2"
"86","Tomas Vokoun","31","FLA","69","69","30","29","8","180","2213","2033",".919","2.68","4","4031","41",".594","7","90","21.04","0","6","6","4"
"87","Cam Ward","23","CAR","69","67","37","25","5","180","1870","1690",".904","2.75","4","3930","35",".522","14","106","-10.12","0","1","1","4"
"88","Kevin Weekes","32","NJD","9","5","2","2","1","17","160","143",".894","2.97","0","343","2",".400","1","","","0","0","0","2"
"89","Tyler Weiman","23","COL","1","0","0","0","0","0","10","10","1.000","0.00","0","16","0","","0","","","0","0","0","0"
