rank,teamName,teamAbrv,gamesPlayed,wins,losses,ties,points,pointsPercentage,goalsFor,goalsAgainst,simpleRatingSystem,strengthOfSchedule,totalGoalsPerGame,powerPlayGoals,powerPlayChances,powerPlayPercentage,powerPlayGoalsAgainst,powerPlayChancesAgainst,penaltyKillingPercentage,shortHandedGoals,shortHandedGoalsAgainst,shots,shootingPercentage,shotsAgainst,savePercentage,pdo
"11"0,"Phoenix Coyotes"1,"PHX","82"2,"38"3,"37"4,"7"5,"83"6,".506"7,"240"8,"243"9,"-0.02"10,"0.02"11,"5.89"12,"65"13,"359"14,"18.11"15,"47"16,"334"17,"85.93"18,"9"19,"14"20,"2467"21,"9.7"22,"2512"23,".906"24,""
"12"0,"St. Louis Blues"1,"STL","82"2,"36"3,"35"4,"11"5,"83"6,".506"7,"236"8,"239"9,"-0.03"10,"0.01"11,"5.79"12,"50"13,"327"14,"15.29"15,"55"16,"332"17,"83.43"18,"9"19,"8"20,"2415"21,"9.8"22,"2239"23,".896"24,""
"13"0,"Chicago Blackhawks"1,"CHI","82"2,"34"3,"35"4,"13"5,"81"6,".494"7,"223"8,"210"9,"0.18"10,"0.02"11,"5.28"12,"45"13,"304"14,"14.80"15,"59"16,"374"17,"84.22"18,"5"19,"9"20,"2491"21,"9.0"22,"2408"23,".916"24,""
"14"0,"Edmonton Oilers"1,"EDM","82"2,"36"3,"37"4,"9"5,"81"6,".494"7,"252"8,"247"9,"0.03"10,"-0.03"11,"6.09"12,"73"13,"406"14,"17.98"15,"59"16,"338"17,"82.54"18,"9"19,"13"20,"2521"21,"10.0"22,"2550"23,".905"24,""
"15"0,"Vancouver Canucks"1,"VAN","82"2,"35"3,"40"4,"7"5,"77"6,".470"7,"257"8,"273"9,"-0.20"10,"-0.01"11,"6.46"12,"51"13,"303"14,"16.83"15,"66"16,"344"17,"80.81"18,"12"19,"8"20,"2301"21,"11.2"22,"2472"23,".892"24,""
"16"0,"Ottawa Senators"1,"OTT","82"2,"31"3,"36"4,"15"5,"77"6,".470"7,"226"8,"234"9,"-0.11"10,"-0.02"11,"5.61"12,"56"13,"336"14,"16.67"15,"48"16,"265"17,"81.89"18,"9"19,"12"20,"2397"21,"9.4"22,"2113"23,".891"24,""
"17"0,"Montreal Canadiens"1,"MTL","82"2,"31"3,"36"4,"15"5,"77"6,".470"7,"249"8,"276"9,"-0.34"10,"-0.01"11,"6.40"12,"53"13,"337"14,"15.73"15,"71"16,"347"17,"79.54"18,"10"19,"11"20,"2474"21,"10.1"22,"2775"23,".902"24,""
"18"0,"Washington Capitals"1,"WSH","82"2,"33"3,"40"4,"9"5,"75"6,".457"7,"214"8,"231"9,"-0.17"10,"0.04"11,"5.43"12,"51"13,"322"14,"15.84"15,"54"16,"354"17,"84.75"18,"8"19,"10"20,"2370"21,"9.0"22,"2154"23,".897"24,""
"19"0,"Hartford Whalers"1,"HAR","82"2,"32"3,"39"4,"11"5,"75"6,".457"7,"226"8,"256"9,"-0.37"10,"0.00"11,"5.88"12,"58"13,"321"14,"18.07"15,"51"16,"332"17,"84.64"18,"12"19,"11"20,"2435"21,"9.3"22,"2576"23,".903"24,""
"20"0,"Tampa Bay Lightning"1,"TBL","82"2,"32"3,"40"4,"10"5,"74"6,".451"7,"217"8,"247"9,"-0.33"10,"0.04"11,"5.66"12,"47"13,"340"14,"13.82"15,"55"16,"361"17,"84.76"18,"13"19,"9"20,"2574"21,"8.4"22,"2356"23,".899"24,""
"21"0,"Calgary Flames"1,"CGY","82"2,"32"3,"41"4,"9"5,"73"6,".445"7,"214"8,"239"9,"-0.29"10,"0.02"11,"5.52"12,"61"13,"361"14,"16.90"15,"58"16,"345"17,"83.19"18,"11"19,"19"20,"2571"21,"8.3"22,"2331"23,".900"24,""
"22"0,"New York Islanders"1,"NYI","82"2,"29"3,"41"4,"12"5,"70"6,".427"7,"240"8,"250"9,"-0.10"10,"0.02"11,"5.98"12,"48"13,"346"14,"13.87"15,"53"16,"319"17,"83.39"18,"14"19,"9"20,"2188"21,"11.0"22,"2473"23,".902"24,""
"23"0,"Toronto Maple Leafs"1,"TOR","82"2,"30"3,"44"4,"8"5,"68"6,".415"7,"230"8,"273"9,"-0.48"10,"0.05"11,"6.13"12,"48"13,"309"14,"15.53"15,"59"16,"328"17,"82.01"18,"11"19,"8"20,"2401"21,"9.6"22,"2815"23,".906"24,""
"24"0,"Los Angeles Kings"1,"LAK","82"2,"28"3,"43"4,"11"5,"67"6,".409"7,"214"8,"268"9,"-0.62"10,"0.04"11,"5.88"12,"46"13,"338"14,"13.61"15,"45"16,"352"17,"87.22"18,"5"19,"14"20,"2379"21,"9.0"22,"2770"23,".906"24,""
"25"0,"San Jose Sharks"1,"SJS","82"2,"27"3,"47"4,"8"5,"62"6,".378"7,"211"8,"278"9,"-0.78"10,"0.03"11,"5.96"12,"50"13,"349"14,"14.33"15,"66"16,"409"17,"83.86"18,"9"19,"11"20,"2360"21,"8.9"22,"2389"23,".887"24,""
"26"0,"Boston Bruins"1,"BOS","82"2,"26"3,"47"4,"9"5,"61"6,".372"7,"234"8,"300"9,"-0.78"10,"0.02"11,"6.51"12,"46"13,"310"14,"14.84"15,"56"16,"308"17,"81.82"18,"15"19,"6"20,"2427"21,"9.6"22,"2424"23,".879"24,""
