rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"62","Adam Munro","21","CHI","7","","1","5","1","26","217","191",".880","3.66","0","426","","","","","","0","0","0","2"
"63","Evgeni Nabokov","28","SJS","59","","31","19","8","127","1610","1483",".921","2.20","9","3456","","","","89","16.38","0","0","0","14"
"64","Antero Niittymaki","23","PHI","3","","3","0","0","3","77","74",".961","1.00","0","180","","","","","","0","0","0","0"
"65","Mika Noronen","24","BUF","35","","11","17","2","77","821","744",".906","2.57","2","1796","","","","105","-3.88","1","0","1","0"
"66","Pasi Nurminen","28","ATL","64","","25","30","7","173","1792","1619",".903","2.78","3","3738","","","","108","-13.41","0","2","2","35"
"67","Chris Osgood","31","STL","67","","31","25","8","144","1604","1460",".910","2.24","3","3861","","","","101","-1.15","0","0","0","10"
"68","Maxime Ouellet","22","WSH","6","","2","3","1","19","210","191",".910","3.12","1","365","","","","","","0","1","1","0"
"69","Steve Passmore","31","CHI","9","","2","6","0","23","221","198",".896","2.89","0","478","","","","","","0","0","0","0"
"70","Jean-Marc Pelletier","25","PHX","4","","1","1","0","12","84","72",".857","4.11","0","175","","","","","","0","0","0","0"
"71","Felix Potvin","32","BOS","28","","12","8","6","67","690","623",".903","2.50","4","1605","","","","109","-5.55","0","0","0","8"
"72","Martin Prusek","28","OTT","29","","16","6","3","54","651","597",".917","2.12","3","1528","","","","93","3.98","0","1","1","0"
"73","Andrew Raycroft","23","BOS","57","","29","18","9","117","1586","1469",".926","2.05","3","3420","","","","83","24.24","0","2","2","0"
"74","Dwayne Roloson","34","MIN","48","","19","18","11","89","1323","1234",".933","1.88","5","2847","","","","76","28.82","0","1","1","8"
"75","Dany Sabourin","23","CGY","4","","0","3","0","10","66","56",".848","3.55","0","169","","","","","","0","1","1","0"
"76","Tommy Salo","32","TOT","49","","18","21","7","119","1160","1041",".897","2.56","3","2791","","","","115","-15.69","0","1","1","2"
"77","Philippe Sauve","23","COL","17","","7","7","3","50","479","429",".896","3.04","0","986","","","","117","-7.34","0","0","0","2"
"78","Corey Schwab","33","NJD","3","","2","0","1","2","68","66",".971","0.64","1","187","","","","","","0","1","1","2"
"79","Steve Shields","31","FLA","16","","3","6","1","42","346","304",".879","3.44","0","732","","","","136","-11.19","0","0","0","6"
"80","Garth Snow","34","NYI","39","","14","15","5","94","932","838",".899","2.80","1","2015","","","","113","-11.00","0","1","1","28"
"81","Rastislav Stana","24","WSH","6","","1","2","0","11","100","89",".890","3.13","0","211","","","","","","0","0","0","0"
"82","Jamie Storr","28","CAR","14","","0","8","2","32","262","230",".878","2.91","0","660","","","","","","0","0","0","0"
"83","Mikael Tellqvist","24","TOR","11","","5","3","2","31","293","262",".894","2.87","0","647","","","","","","0","0","0","0"
"84","Jose Theodore","27","MTL","67","","33","28","5","150","1860","1710",".919","2.27","6","3961","","","","91","15.65","0","3","3","4"
"85","Jocelyn Thibault","29","CHI","14","","5","7","2","39","450","411",".913","2.85","1","821","","","","97","1.08","0","0","0","0"
"86","Vesa Toskala","26","SJS","28","","12","8","4","53","760","707",".930","2.06","1","1541","","","","78","14.68","0","1","1","2"
"87","Ron Tugnutt","36","DAL","11","","3","7","0","22","220","198",".900","2.41","1","548","","","","","","0","0","0","0"
"88","Marty Turco","28","DAL","73","","37","21","13","144","1648","1504",".913","1.98","9","4359","","","","98","2.77","0","1","1","32"
"89","Roman Turek","33","CGY","18","","6","11","0","40","463","423",".914","2.33","3","1031","","","","97","1.23","0","1","1","0"
"90","Matt Underhill","24","CHI","1","","0","1","0","4","33","29",".879","3.93","0","61","","","","","","0","0","0","0"
"91","Steve Valiquette","26","TOT","3","","1","1","0","8","78","70",".897","3.58","0","134","","","","","","0","0","0","0"
"92","Tomas Vokoun","27","NSH","73","","34","29","10","178","1958","1780",".909","2.53","3","4221","","","","102","-3.63","0","2","2","35"
"93","Kevin Weekes","28","CAR","66","","23","30","11","146","1652","1506",".912","2.33","6","3765","","","","99","1.12","0","0","0","6"
"94","Matthew Yeats","24","WSH","5","","1","3","0","13","141","128",".908","3.02","0","258","","","","","","0","0","0","2"
